	+-------------------------+-------------+-----------+--------------------+--------+-----------+-----------+-----------+------------+-----------------------------------------------+
| Column Name (Total=413) |     Type    |    Mean   | Standard Deviation |  Min   |    25%    |    50%    |    75%    |    Max     |                  Value Counts                 |
+-------------------------+-------------+-----------+--------------------+--------+-----------+-----------+-----------+------------+-----------------------------------------------+
|       ACTIV_LIM_-7      | Categorical |           |                    |        |           |           |           |            |   {0.0: '14996 (99.97%)', 1.0: '4 (0.03%)'}   |
|       ACTIV_LIM_1       | Categorical |           |                    |        |           |           |           |            | {0.0: '13380 (89.20%)', 1.0: '1620 (10.80%)'} |
|       ACTIV_LIM_2       | Categorical |           |                    |        |           |           |           |            | {0.0: '1666 (11.11%)', 1.0: '13334 (88.89%)'} |
|       ADHD_DIAG_-1      | Categorical |           |                    |        |           |           |           |            |  {0.0: '409 (2.73%)', 1.0: '14591 (97.27%)'}  |
|       ADHD_DIAG_1       | Categorical |           |                    |        |           |           |           |            |   {0.0: '14959 (99.73%)', 1.0: '41 (0.27%)'}  |
|       ADHD_DIAG_2       | Categorical |           |                    |        |           |           |           |            |  {0.0: '14634 (97.56%)', 1.0: '366 (2.44%)'}  |
|     ADV_BOOST_SEAT_1    | Categorical |           |                    |        |           |           |           |            |   {0.0: '14999 (99.99%)', 1.0: '1 (0.01%)'}   |
|     ADV_DNTL_CKP_-1     | Categorical |           |                    |        |           |           |           |            |  {0.0: '142 (0.95%)', 1.0: '14858 (99.05%)'}  |
|     ADV_DNTL_CKP_-7     | Categorical |           |                    |        |           |           |           |            |   {0.0: '14999 (99.99%)', 1.0: '1 (0.01%)'}   |
|     ADV_DNTL_CKP_-8     | Categorical |           |                    |        |           |           |           |            |   {0.0: '14996 (99.97%)', 1.0: '4 (0.03%)'}   |
|      ADV_DNTL_CKP_1     | Categorical |           |                    |        |           |           |           |            |   {0.0: '14925 (99.50%)', 1.0: '75 (0.50%)'}  |
|      ADV_DNTL_CKP_2     | Categorical |           |                    |        |           |           |           |            |   {0.0: '14939 (99.59%)', 1.0: '61 (0.41%)'}  |
|   ADV_EXERCISE_MORE_-7  | Categorical |           |                    |        |           |           |           |            |   {0.0: '14987 (99.91%)', 1.0: '13 (0.09%)'}  |
|   ADV_EXERCISE_MORE_1   | Categorical |           |                    |        |           |           |           |            |  {0.0: '8713 (58.09%)', 1.0: '6287 (41.91%)'} |
|   ADV_EXERCISE_MORE_2   | Categorical |           |                    |        |           |           |           |            |  {0.0: '6702 (44.68%)', 1.0: '8298 (55.32%)'} |
|      ADV_LAP_BLT_-1     | Categorical |           |                    |        |           |           |           |            |  {0.0: '141 (0.94%)', 1.0: '14859 (99.06%)'}  |
|      ADV_LAP_BLT_-8     | Categorical |           |                    |        |           |           |           |            |   {0.0: '14996 (99.97%)', 1.0: '4 (0.03%)'}   |
|      ADV_LAP_BLT_1      | Categorical |           |                    |        |           |           |           |            |   {0.0: '14945 (99.63%)', 1.0: '55 (0.37%)'}  |
|      ADV_LAP_BLT_2      | Categorical |           |                    |        |           |           |           |            |   {0.0: '14919 (99.46%)', 1.0: '81 (0.54%)'}  |
|    ADV_NO_FAT_FOOD_-7   | Categorical |           |                    |        |           |           |           |            |   {0.0: '14985 (99.90%)', 1.0: '15 (0.10%)'}  |
|    ADV_NO_FAT_FOOD_1    | Categorical |           |                    |        |           |           |           |            |  {0.0: '9826 (65.51%)', 1.0: '5174 (34.49%)'} |
|    ADV_NO_FAT_FOOD_2    | Categorical |           |                    |        |           |           |           |            |  {0.0: '5628 (37.52%)', 1.0: '9372 (62.48%)'} |
|      ADV_NO_SMKG_-1     | Categorical |           |                    |        |           |           |           |            | {0.0: '2151 (14.34%)', 1.0: '12849 (85.66%)'} |
|      ADV_NO_SMKG_1      | Categorical |           |                    |        |           |           |           |            |  {0.0: '14022 (93.48%)', 1.0: '978 (6.52%)'}  |
|      ADV_NO_SMKG_2      | Categorical |           |                    |        |           |           |           |            |  {0.0: '14441 (96.27%)', 1.0: '559 (3.73%)'}  |
|      ADV_NO_SMKG_3      | Categorical |           |                    |        |           |           |           |            |  {0.0: '14638 (97.59%)', 1.0: '362 (2.41%)'}  |
|     AGE_DIAG_ADHD_-1    | Categorical |           |                    |        |           |           |           |            |   {0.0: '41 (0.27%)', 1.0: '14959 (99.73%)'}  |
|     AGE_DIAG_ADHD_10    | Categorical |           |                    |        |           |           |           |            |   {0.0: '14997 (99.98%)', 1.0: '3 (0.02%)'}   |
